Name  BindingEnergy(kcal/mol)
Ni_12.21  -78.0709
Ni_12.24  -70.3109
Ni_12.25  -70.2778
Ni_12.26  -71.0097
Ni_12.30  -42.7726
Ni_12.31  -69.933
Ni_12.35  -68.0819
Ni_12.36  -75.2992
Ni_12.37  -77.7051
Ni_12.42  -63.8561
Ni_12.43  -75.6077
Ni_12.44  -70.5223
Ni_12.45  -67.8893
Ni_12.50  -56.1681
Ni_12.52  -68.2264
Ni_12.55  -70.2742
Ni_12.56  -73.6705
Ni_12.61  -67.2117
Ni_12.66  -52.17
Ni_12.68  -65.039
Ni_13.15  -52.5292
Ni_13.18  -72.7569
Ni_13.24  -56.7416
Ni_1.33  -51.9698
Ni_1.34  -41.6136
Ni_13.43  -79.1635
Ni_1.39  -55.3161
Ni_1.41  -50.4256
Ni_14.14  -66.05
Ni_14.15  -51.19
Ni_14.18  -73.2131
Ni_14.32  -59.77
Ni_14.38  -68.75
Ni_14.50  -69.29
Ni_14.58  -72.12
Ni_14.61  -59.09
Ni_14.68  -68.75
Ni_14.71  -65.81
Ni_1.48  -38.4356
Ni_15.15  -50.06
Ni_15.17  -53.8448
Ni_15.19  -64.6421
Ni_15.21  -49.7348
Ni_15.32  -65.82
Ni_15.38  -76.65
Ni_15.43  -62.4675
Ni_15.50  -55.69
Ni_15.54  -49.1211
Ni_15.55  -54.2301
Ni_15.56  -58.3779
Ni_15.58  -60.68
Ni_15.61  -59.70
Ni_15.68  -52.44
Ni_15.71  -40.44
Ni_16.19  -46.1306
Ni_16.32  -52.7261
Ni_16.33  -54.4101
Ni_16.34  -65.7506
Ni_16.40  -57.4929
Ni_16.42  -53.263
Ni_16.44  -52.5647
Ni_16.49  -65.0778
Ni_16.50  -48.9699
Ni_16.52  -42.3311
Ni_16.56  -46.8778
Ni_16.57  -53.5832
Ni_16.58  -43.9041
Ni_16.59  -45.3075
Ni_1.66  -41.12
Ni_16.60  -54.7227
Ni_16.61  -47.411
Ni_16.62  -43.8142
Ni_16.63  -50.379
Ni_16.68  -50.6456
Ni_17.23  -53.8822
Ni_17.28  -46.9147
Ni_18.27  -47.5767
Ni_18.31  -50.0538
Ni_18.32  -60.2363
Ni_18.35  -59.7835
Ni_18.36  -62.1159
Ni_18.41  -55.6964
Ni_18.42  -63.9767
Ni_18.43  -50.2118
Ni_18.44  -66.9246
Ni_18.50  -57.6211
Ni_18.51  -52.7425
Ni_18.52  -57.4254
Ni_18.53  -45.3556
Ni_18.54  -54.911
Ni_18.55  -57.77
Ni_18.57  -51.0924
Ni_18.58  -55.768
Ni_18.59  -56.3404
Ni_18.61  -58.4717
Ni_18.62  -56.9427
Ni_18.63  -55.2724
Ni_18.64  -65.2242
Ni_18.65  -64.3937
Ni_18.69  -57.5849
Ni_19.23  -41.1213
Ni_19.28  -56.6911
Ni_20.20  -53.2916
Ni_20.25  -59.61
Ni_20.26  -49.4787
Ni_20.43  -49.7824
Ni_20.54  -49.1179
Ni_20.55  -51.3424
Ni_20.66  -63.1999
Ni_20.68  -60.3295
Ni_21.25  -56.7874
Ni_21.26  -60.6308
Ni_2.14  -75.99
Ni_2.15  -60.39
Ni_21.66  -71.7777
Ni_2.2  -59.34
Ni_2.22  -55.4201
Ni_22.27  -48.8906
Ni_2.23  -52.9892
Ni_22.31  -28.5616
Ni_22.36  -62.784
Ni_22.41  -79.487
Ni_22.42  -54.7601
Ni_22.44  -64.901
Ni_22.45  -50.5977
Ni_22.47  -68.0223
Ni_22.50  -43.1705
Ni_22.53  -54.5489
Ni_22.54  -49.2598
Ni_22.55  -48.2714
Ni_22.56  -58.0399
Ni_22.58  -44.6307
Ni_22.60  -51.0673
Ni_22.61  -40.9932
Ni_22.62  -60.8231
Ni_22.68  -54.7191
Ni_22.69  -37.6209
Ni_2.32  -67.86
Ni_23.32  -45.0386
Ni_23.41  -54.9036
Ni_23.42  -60.7818
Ni_23.50  -65.8068
Ni_23.51  -54.1065
Ni_23.52  -44.724
Ni_23.53  -53.0879
Ni_23.55  -34.5371
Ni_23.57  -63.0187
Ni_23.60  -49.6245
Ni_23.61  -48.6412
Ni_23.62  -49.9776
Ni_23.64  -55.3725
Ni_23.65  -62.2399
Ni_23.68  -62.6395
Ni_2.38  -68.56
Ni_2.4  -64.3386
Ni_2.42  -72.4443
Ni_24.24  -58.5726
Ni_24.25  -63.9649
Ni_2.43  -66.5461
Ni_24.30  -60.2418
Ni_24.43  -60.7315
Ni_24.60  -64.5769
Ni_24.68  -65.8548
Ni_2.50  -63.79
Ni_25.25  -66.3164
Ni_25.26  -58.48
Ni_25.30  -41.3127
Ni_25.43  -65.5536
Ni_2.58  -64.82
Ni_2.6  -66.69
Ni_2.61  -62.44
Ni_26.43  -59.761
Ni_2.66  -53.5093
Ni_2.68  -49.19
Ni_2.71  -43.02
Ni_27.28  -45.6348
Ni_2.8  -56.353
Ni_28.32  -50.0238
Ni_28.36  -52.3306
Ni_28.38  -54.4938
Ni_28.45  -56.1726
Ni_28.49  -57.326
Ni_28.59  -49.3199
Ni_28.62  -50.3982
Ni_28.63  -51.5664
Ni_28.69  -48.6016
Ni_2.9  -76.29
Ni_30.37  -59.70
Ni_30.66  -61.3455
Ni_30.68  -56.3102
Ni_3.15  -53.6468
Ni_31.71  -48.3676
Ni_3.22  -59.884
Ni_32.32  -71.31
Ni_32.38  -74.67
Ni_32.50  -69.42
Ni_32.58  -68.23
Ni_32.61  -71.11
Ni_32.68  -70.93
Ni_32.71  -48.19
Ni_3.28  -46.9856
Ni_3.4  -59.0524
Ni_34.37  -79.60
Ni_34.71  -54.1101
Ni_3.5  -48.5235
Ni_37.49  -76.88
Ni_3.8  -48.0367
Ni_38.38  -76.86
Ni_38.50  -73.64
Ni_38.58  -74.88
Ni_38.61  -73.92
Ni_38.68  -72.56
Ni_38.71  -52.00
Ni_4.10  -66.45
Ni_4.11  -63.6339
Ni_4.13  -62.2319
Ni_4.14  -65.0072
Ni_41.47  -76.86
Ni_4.17  -66.6447
Ni_4.19  -65.7348
Ni_42.66  -60.4022
Ni_42.68  -57.794
Ni_4.27  -60.6842
Ni_4.31  -58.3309
Ni_43.43  -72.8455
Ni_4.35  -50.57
Ni_43.50  -68.7597
Ni_43.51  -65.5812
Ni_43.53  -64.606
Ni_43.54  -64.7049
Ni_43.55  -64.9179
Ni_43.56  -66.6105
Ni_43.59  -69.7274
Ni_43.66  -66.8171
Ni_43.68  -68.7069
Ni_4.42  -63.2363
Ni_4.43  -67.8003
Ni_4.50  -63.8418
Ni_4.51  -53.7545
Ni_4.53  -62.7269
Ni_4.54  -53.4495
Ni_4.55  -55.6196
Ni_4.56  -66.0773
Ni_45.71  -51.4473
Ni_4.59  -58.9799
Ni_4.61  -56.4597
Ni_46.71  -37.9961
Ni_4.70  -51.513
Ni_47.71  -43.1022
Ni_48.70  -75.78
Ni_4.9  -57.9542
Ni_50.50  -64.59
Ni_50.51  -61.37
Ni_50.52  -62.93
Ni_50.53  -62.89
Ni_50.54  -60.2507
Ni_50.57  -62.80
Ni_50.58  -64.09
Ni_50.61  -61.97
Ni_50.63  -66.09
Ni_50.64  -69.60
Ni_50.65  -70.75
Ni_50.66  -58.9394
Ni_50.68  -59.02
Ni_50.69  -65.66
Ni_50.71  -45.91
Ni_51.66  -56.7642
Ni_51.68  -60.8217
Ni_5.17  -51.1846
Ni_5.20  -53.9109
Ni_52.52  -57.10
Ni_52.54  -58.45
Ni_52.55  -61.05
Ni_52.57  -59.90
Ni_52.59  -59.46
Ni_52.64  -68.15
Ni_52.66  -57.3971
Ni_5.30  -44.1116
Ni_5.32  -60.491
Ni_53.53  -62.22
Ni_53.54  -58.68
Ni_53.55  -62.82
Ni_53.56  -64.855
Ni_53.57  -64.31
Ni_53.58  -64.78
Ni_53.59  -61.09
Ni_5.36  -70.4022
Ni_53.60  -66.56
Ni_53.61  -62.95
Ni_53.62  -60.92
Ni_53.63  -61.05
Ni_53.66  -58.3948
Ni_5.44  -58.6065
Ni_54.66  -54.4539
Ni_54.68  -58.3376
Ni_5.51  -49.1903
Ni_5.52  -49.8873
Ni_5.53  -64.3504
Ni_5.54  -46.7782
Ni_5.55  -46.1227
Ni_55.55  -61.8451
Ni_55.56  -62.37
Ni_55.57  -64.02
Ni_5.56  -53.7749
Ni_55.60  -60.56
Ni_55.61  -63.86
Ni_55.64  -68.70
Ni_55.66  -50.9871
Ni_55.68  -58.2565
Ni_55.69  -61.60
Ni_5.57  -51.1389
Ni_5.58  -51.7604
Ni_5.61  -44.3753
Ni_5.62  -51.9225
Ni_56.56  -63.18
Ni_56.57  -65.86
Ni_56.59  -64.89
Ni_56.60  -62.20
Ni_56.61  -66.10
Ni_56.64  -70.50
Ni_56.65  -71.50
Ni_56.66  -60.3835
Ni_56.68  -46.9129
Ni_5.69  -61.8426
Ni_58.58  -63.71
Ni_58.59  -64.92
Ni_58.60  -58.75
Ni_58.61  -64.26
Ni_58.63  -68.03
Ni_58.65  -68.93
Ni_58.66  -59.4953
Ni_58.68  -60.94
Ni_58.71  -46.11
Ni_5.9  -61.2567
Ni_59.59  -66.56
Ni_59.61  -67.62
Ni_59.62  -67.54
Ni_59.64  -68.30
Ni_59.65  -69.98
Ni_59.66  -60.6409
Ni_59.69  -69.03
Ni_6.14  -59.44
Ni_6.15  -53.97
Ni_61.61  -67.00
Ni_61.62  -65.25
Ni_61.64  -71.28
Ni_61.66  -60.3364
Ni_61.68  -62.14
Ni_61.69  -63.03
Ni_61.71  -47.09
Ni_6.20  -64.7826
Ni_6.21  -57.0253
Ni_6.24  -59.3527
Ni_6.26  -56.8719
Ni_62.63  -71.53
Ni_62.66  -60.8296
Ni_62.69  -71.61
Ni_6.32  -68.32
Ni_63.63  -70.33
Ni_63.64  -73.81
Ni_63.65  -75.00
Ni_63.66  -61.84
Ni_63.69  -74.21
Ni_6.38  -70.53
Ni_6.42  -72.263
Ni_6.50  -59.94
Ni_6.51  -49.0038
Ni_6.54  -61.7932
Ni_6.55  -49.4492
Ni_6.56  -63.1972
Ni_6.58  -62.16
Ni_6.61  -61.15
Ni_6.66  -62.9749
Ni_66.66  -55.70
Ni_6.68  -48.15
Ni_6.71  -43.58
Ni_68.68  -60.02
Ni_68.71  -39.65
Ni_7.11  -71.2777
Ni_71.71  -27.10
Ni_7.24  -68.0812
Ni_7.26  -66.4289
Ni_7.30  -38.2923
Ni_7.7  -69.6385
Ni_8.19  -55.5349
Ni_8.27  -61.6619
Ni_8.31  -40.8591
Ni_8.36  -65.2649
Ni_8.37  -69.6025
Ni_8.40  -65.3682
Ni_8.41  -60.3299
Ni_8.43  -63.22
Ni_8.44  -66.4393
Ni_8.47  -49.9198
Ni_8.50  -57.2959
Ni_8.53  -48.4252
Ni_8.58  -46.1764
Ni_8.63  -54.8197
Ni_8.64  -63.2816
Ni_8.65  -40.3548
Ni_8.69  -56.302
Ni_9.12  -68.1545
Ni_9.14  -57.76
Ni_9.15  -56.03
Ni_9.18  -68.006
Ni_9.24  -62.7048
Ni_9.32  -59.03
Ni_9.38  -74.24
Ni_9.50  -71.03
Ni_9.58  -69.69
Ni_9.61  -71.65
Ni_9.68  -67.35
Ni_9.71  -40.31
Ni_9.9  -70.22
Pd_0.0  -9.50
Pd_0.1  -13.28
Pd_0.10  -25.86
Pd_0.11  -22.80
Pd_0.12  -25.15
Pd_0.13  -16.51
Pd_0.14  -23.33
Pd_0.16  -11.27
Pd_0.17  -27.49
Pd_0.18  -21.90
Pd_0.19  -25.63
Pd_0.2  -23.18
Pd_0.20  -26.17
Pd_0.21  -21.50
Pd_0.22  -18.22
Pd_0.24  -25.32
Pd_0.25  -21.63
Pd_0.26  -23.00
Pd_0.28  -14.34
Pd_0.29  -30.16
Pd_0.3  -24.61
Pd_0.30  -11.53
Pd_0.31  -19.48
Pd_0.32  -27.94
Pd_0.33  -30.13
Pd_0.34  -29.11
Pd_0.35  -24.33
Pd_0.36  -24.77
Pd_0.37  -24.66
Pd_0.38  -22.55
Pd_0.39  -31.46
Pd_0.4  -15.08
Pd_0.40  -27.46
Pd_0.41  -32.78
Pd_0.42  -29.02
Pd_0.43  -26.25
Pd_0.44  -25.46
Pd_0.45  -33.56
Pd_0.46  -40.95
Pd_0.47  -29.40
Pd_0.48  -28.75
Pd_0.49  -27.93
Pd_0.5  -20.05
Pd_0.50  -17.04
Pd_0.51  -15.93
Pd_0.52  -16.95
Pd_0.53  -17.20
Pd_0.54  -15.59
Pd_0.55  -16.81
Pd_0.56  -17.19
Pd_0.57  -17.46
Pd_0.58  -17.13
Pd_0.59  -17.13
Pd_0.6  -22.02
Pd_0.60  -16.92
Pd_0.61  -18.00
Pd_0.62  -17.42
Pd_0.63  -17.55
Pd_0.64  -25.49
Pd_0.65  -18.79
Pd_0.66  -14.19
Pd_0.67  -16.59
Pd_0.68  -20.81
Pd_0.69  -17.48
Pd_0.7  -27.60
Pd_0.70  -18.45
Pd_0.71  -9.41
Pd_0.9  -22.88
Pd_10.10  -34.63
Pd_10.11  -31.49
Pd_10.12  -34.43
Pd_10.13  -28.41
Pd_10.14  -29.11
Pd_10.15  -25.79
Pd_10.16  -24.44
Pd_10.17  -39.70
Pd_10.18  -32.60
Pd_10.19  -37.88
Pd_10.20  -32.04
Pd_10.21  -35.36
Pd_10.22  -29.89
Pd_10.23  -17.02
Pd_10.24  -35.14
Pd_10.25  -33.29
Pd_10.26  -34.52
Pd_10.27  -34.00
Pd_10.28  -30.60
Pd_10.29  -42.54
Pd_10.30  -34.61
Pd_10.31  -32.77
Pd_10.32  -37.70
Pd_10.33  -40.39
Pd_10.34  -36.01
Pd_10.35  -32.04
Pd_10.36  -42.10
Pd_10.37  -41.63
Pd_10.38  -43.20
Pd_10.39  -40.56
Pd_10.40  -38.91
Pd_10.41  -42.40
Pd_10.42  -44.95
Pd_10.43  -39.60
Pd_10.44  -38.85
Pd_10.45  -39.78
Pd_10.46  -34.42
Pd_10.47  -40.34
Pd_10.48  -41.35
Pd_10.49  -40.58
Pd_10.50  -33.53
Pd_10.51  -36.59
Pd_10.52  -33.74
Pd_10.53  -33.59
Pd_10.54  -38.66
Pd_10.55  -33.82
Pd_10.56  -33.91
Pd_10.57  -36.92
Pd_10.58  -33.93
Pd_10.59  -36.59
Pd_10.60  -39.07
Pd_10.61  -41.81
Pd_10.62  -38.16
Pd_10.63  -35.02
Pd_10.64  -37.68
Pd_10.65  -37.95
Pd_10.66  -33.82
Pd_10.67  -40.73
Pd_10.68  -36.77
Pd_10.69  -33.87
Pd_10.70  -38.60
Pd_10.71  -19.57
Pd_1.1  -12.89
Pd_1.11  -18.63
Pd_11.11  -31.36
Pd_11.12  -34.12
Pd_11.13  -29.15
Pd_11.14  -32.43
Pd_11.15  -27.98
Pd_11.16  -24.32
Pd_11.17  -37.62
Pd_11.18  -30.86
Pd_11.19  -37.84
Pd_1.12  -13.19
Pd_11.20  -30.44
Pd_11.21  -32.92
Pd_11.22  -29.02
Pd_11.23  -15.57
Pd_11.24  -25.77
Pd_11.25  -34.15
Pd_11.26  -34.14
Pd_11.27  -33.99
Pd_11.28  -32.04
Pd_11.29  -43.07
Pd_1.13  -18.33
Pd_11.30  -25.55
Pd_11.31  -36.46
Pd_11.32  -42.32
Pd_11.33  -40.68
Pd_11.34  -38.56
Pd_11.35  -33.43
Pd_11.36  -43.76
Pd_11.37  -39.28
Pd_11.38  -42.74
Pd_11.39  -43.50
Pd_11.40  -40.15
Pd_11.41  -38.20
Pd_11.42  -41.22
Pd_11.43  -35.69
Pd_11.44  -36.17
Pd_11.45  -38.86
Pd_11.46  -38.50
Pd_11.47  -33.68
Pd_11.48  -38.97
Pd_11.49  -39.84
Pd_1.15  -15.83
Pd_11.50  -32.98
Pd_11.51  -31.60
Pd_11.52  -34.47
Pd_11.53  -32.75
Pd_11.54  -34.50
Pd_11.55  -31.90
Pd_11.56  -32.18
Pd_11.57  -36.74
Pd_11.58  -32.44
Pd_11.59  -34.13
Pd_1.16  -5.40
Pd_11.60  -34.46
Pd_11.61  -34.33
Pd_11.62  -31.65
Pd_11.63  -33.39
Pd_11.64  -34.52
Pd_11.65  -35.55
Pd_11.66  -31.93
Pd_11.67  -36.99
Pd_11.68  -33.42
Pd_11.69  -32.22
Pd_1.17  -24.43
Pd_11.70  -35.82
Pd_11.71  -21.28
Pd_1.18  -17.29
Pd_1.19  -27.03
Pd_1.2  -29.11
Pd_1.20  -18.61
Pd_1.21  -14.95
Pd_12.12  -29.67
Pd_12.13  -33.89
Pd_12.14  -32.89
Pd_12.15  -26.87
Pd_12.16  -20.70
Pd_12.17  -35.85
Pd_12.18  -28.04
Pd_12.19  -37.33
Pd_1.22  -7.20
Pd_12.20  -35.82
Pd_12.21  -31.98
Pd_12.22  -17.78
Pd_12.23  -17.39
Pd_12.24  -29.49
Pd_12.25  -33.98
Pd_12.26  -30.64
Pd_12.27  -33.93
Pd_12.28  -30.38
Pd_12.29  -41.73
Pd_1.23  -14.96
Pd_12.30  -28.51
Pd_12.31  -30.09
Pd_12.32  -37.66
Pd_12.33  -42.91
Pd_12.34  -40.66
Pd_12.35  -30.87
Pd_12.36  -44.60
Pd_12.37  -36.19
Pd_12.38  -43.58
Pd_12.39  -42.90
Pd_1.24  -5.70
Pd_12.40  -43.01
Pd_12.41  -36.89
Pd_12.42  -40.82
Pd_12.43  -36.85
Pd_12.44  -36.64
Pd_12.45  -37.78
Pd_12.46  -46.44
Pd_12.47  -39.95
Pd_12.48  -40.35
Pd_12.49  -42.10
Pd_1.25  -20.36
Pd_12.50  -33.50
Pd_12.51  -33.16
Pd_12.52  -32.34
Pd_12.53  -31.87
Pd_12.54  -34.72
Pd_12.55  -32.29
Pd_12.56  -35.14
Pd_12.57  -37.34
Pd_12.58  -32.60
Pd_12.59  -33.67
Pd_12.60  -36.52
Pd_12.61  -33.87
Pd_12.62  -33.22
Pd_12.63  -34.16
Pd_12.64  -35.08
Pd_12.65  -36.21
Pd_12.66  -35.25
Pd_12.67  -36.34
Pd_12.68  -35.12
Pd_12.69  -34.36
Pd_1.27  -24.33
Pd_12.70  -35.15
Pd_12.71  -18.90
Pd_1.28  -23.16
Pd_1.29  -21.68
Pd_1.3  -22.34
Pd_1.30  -16.16
Pd_1.31  -20.07
Pd_13.13  -31.68
Pd_13.14  -31.33
Pd_13.15  -29.45
Pd_13.16  -26.60
Pd_13.17  -38.20
Pd_13.18  -32.55
Pd_13.19  -38.73
Pd_1.32  -27.25
Pd_13.20  -31.96
Pd_13.21  -32.73
Pd_13.22  -26.87
Pd_13.23  -16.43
Pd_13.24  -29.95
Pd_13.25  -35.37
Pd_13.26  -27.50
Pd_13.27  -34.37
Pd_13.28  -32.88
Pd_13.29  -43.79
Pd_13.30  -23.65
Pd_13.31  -33.82
Pd_13.32  -42.92
Pd_13.33  -42.94
Pd_13.34  -40.46
Pd_13.35  -33.41
Pd_13.36  -44.96
Pd_13.37  -39.36
Pd_13.38  -42.87
Pd_13.39  -43.84
Pd_1.34  -35.73
Pd_13.40  -43.69
Pd_13.41  -36.94
Pd_13.42  -44.88
Pd_13.43  -38.14
Pd_13.44  -38.76
Pd_13.45  -42.54
Pd_13.46  -36.80
Pd_13.47  -42.48
Pd_13.48  -43.46
Pd_13.49  -38.64
Pd_1.35  -29.89
Pd_13.50  -33.26
Pd_13.51  -33.44
Pd_13.52  -34.65
Pd_13.53  -36.42
Pd_13.54  -37.20
Pd_13.55  -33.54
Pd_13.56  -35.04
Pd_13.57  -33.18
Pd_13.58  -33.82
Pd_13.59  -35.01
Pd_13.60  -38.29
Pd_13.61  -34.52
Pd_13.62  -34.36
Pd_13.63  -36.17
Pd_13.64  -36.26
Pd_13.65  -37.53
Pd_13.66  -34.06
Pd_13.67  -41.87
Pd_13.68  -36.21
Pd_13.69  -34.20
Pd_13.70  -36.73
Pd_13.71  -20.42
Pd_1.4  -7.07
Pd_1.40  -38.08
Pd_14.14  -28.85
Pd_14.15  -26.07
Pd_14.16  -25.26
Pd_14.17  -39.36
Pd_14.18  -30.38
Pd_14.19  -36.49
Pd_1.42  -36.48
Pd_14.20  -32.88
Pd_14.21  -31.83
Pd_14.22  -15.22
Pd_14.23  -21.41
Pd_14.24  -36.44
Pd_14.25  -28.47
Pd_14.26  -30.93
Pd_14.27  -38.08
Pd_14.28  -31.89
Pd_14.29  -43.13
Pd_1.43  -27.42
Pd_14.30  -37.86
Pd_14.31  -35.30
Pd_14.32  -37.59
Pd_14.33  -46.94
Pd_14.34  -41.71
Pd_14.35  -36.77
Pd_14.36  -41.39
Pd_14.37  -40.68
Pd_14.38  -41.90
Pd_14.39  -41.66
Pd_1.44  -25.15
Pd_14.40  -42.77
Pd_14.41  -36.71
Pd_14.42  -45.97
Pd_14.43  -39.35
Pd_14.44  -41.82
Pd_14.45  -38.47
Pd_14.46  -39.75
Pd_14.47  -40.19
Pd_14.48  -41.21
Pd_14.49  -42.68
Pd_1.45  -31.93
Pd_14.50  -36.06
Pd_14.51  -45.35
Pd_14.52  -35.80
Pd_14.53  -35.06
Pd_14.54  -43.82
Pd_14.55  -34.06
Pd_14.56  -33.84
Pd_14.57  -36.15
Pd_14.58  -38.25
Pd_14.59  -36.49
Pd_1.46  -27.53
Pd_14.60  -37.25
Pd_14.61  -33.67
Pd_14.62  -33.51
Pd_14.63  -37.23
Pd_14.64  -35.71
Pd_14.65  -37.95
Pd_14.66  -49.08
Pd_14.67  -41.90
Pd_14.68  -37.05
Pd_14.69  -34.09
Pd_14.70  -38.50
Pd_14.71  -21.43
Pd_1.49  -26.66
Pd_1.5  -14.11
Pd_1.50  -22.47
Pd_1.51  -21.30
Pd_15.15  -25.26
Pd_15.16  -16.39
Pd_15.17  -27.42
Pd_15.18  -24.31
Pd_15.19  -27.98
Pd_1.52  -23.48
Pd_15.20  -25.85
Pd_15.21  -23.69
Pd_15.22  -27.06
Pd_15.23  0.41
Pd_15.24  -27.00
Pd_15.25  -20.84
Pd_15.26  -24.44
Pd_15.27  -40.82
Pd_15.28  -24.76
Pd_15.29  -41.91
Pd_1.53  -24.06
Pd_15.30  -39.85
Pd_15.31  -27.99
Pd_15.32  -34.66
Pd_15.33  -38.90
Pd_15.34  -39.92
Pd_15.35  -38.68
Pd_15.36  -30.72
Pd_15.37  -39.53
Pd_15.38  -44.49
Pd_15.39  -47.56
Pd_1.54  -22.93
Pd_15.40  -41.55
Pd_15.41  -40.28
Pd_15.42  -43.20
Pd_15.43  -35.48
Pd_15.44  -32.90
Pd_15.45  -33.94
Pd_15.46  -33.80
Pd_15.47  -33.02
Pd_15.48  -42.43
Pd_15.49  -35.26
Pd_1.55  -21.88
Pd_15.50  -29.00
Pd_15.51  -26.39
Pd_15.52  -34.09
Pd_15.53  -26.21
Pd_15.54  -23.23
Pd_15.55  -33.14
Pd_15.56  -33.43
Pd_15.57  -30.28
Pd_15.58  -38.71
Pd_15.59  -28.31
Pd_1.56  -22.71
Pd_15.60  -30.66
Pd_15.61  -32.71
Pd_15.62  -30.59
Pd_15.63  -29.71
Pd_15.64  -33.91
Pd_15.65  -31.20
Pd_15.66  -40.31
Pd_15.67  -40.33
Pd_15.68  -26.86
Pd_15.69  -40.26
Pd_1.57  -21.43
Pd_15.70  -28.73
Pd_15.71  -13.59
Pd_1.58  -22.06
Pd_1.59  -22.43
Pd_1.6  -15.10
Pd_1.60  -15.61
Pd_1.61  -25.18
Pd_16.16  -10.66
Pd_16.17  -26.88
Pd_16.18  -16.91
Pd_16.19  -28.49
Pd_1.62  -22.25
Pd_16.20  -25.47
Pd_16.21  -23.13
Pd_16.22  -15.78
Pd_16.23  2.82
Pd_16.24  -24.32
Pd_16.25  -19.49
Pd_16.26  -23.99
Pd_16.27  -21.46
Pd_16.28  -17.26
Pd_16.29  -33.26
Pd_1.63  -21.99
Pd_16.30  -18.55
Pd_16.31  -25.97
Pd_16.32  -33.99
Pd_16.33  -36.41
Pd_16.34  -39.46
Pd_16.35  -16.89
Pd_16.36  -21.29
Pd_16.37  -30.33
Pd_16.38  -34.30
Pd_16.39  -35.06
Pd_1.64  -22.63
Pd_16.40  -31.30
Pd_16.41  -32.04
Pd_16.42  -39.05
Pd_16.43  -31.92
Pd_16.44  -33.33
Pd_16.45  -35.92
Pd_16.46  -33.51
Pd_16.47  -35.55
Pd_16.48  -33.64
Pd_16.49  -32.38
Pd_1.65  -22.27
Pd_16.50  -29.84
Pd_16.51  -27.18
Pd_16.52  -30.37
Pd_16.53  -28.73
Pd_16.54  -29.07
Pd_16.55  -28.85
Pd_16.56  -29.34
Pd_16.57  -28.92
Pd_16.58  -28.33
Pd_16.59  -28.66
Pd_1.66  -24.61
Pd_16.60  -29.47
Pd_16.61  -29.64
Pd_16.62  -28.77
Pd_16.63  -29.11
Pd_16.64  -29.47
Pd_16.65  -33.28
Pd_16.66  -28.51
Pd_16.67  -29.99
Pd_16.68  -30.17
Pd_16.69  -27.55
Pd_1.67  -19.45
Pd_16.70  -31.23
Pd_16.71  -11.48
Pd_1.68  -20.50
Pd_1.69  -26.81
Pd_1.7  -24.09
Pd_1.70  -25.79
Pd_1.71  -12.32
Pd_17.17  -42.08
Pd_17.18  -34.36
Pd_17.19  -40.58
Pd_17.20  -39.34
Pd_17.21  -35.89
Pd_17.22  -21.38
Pd_17.23  -28.78
Pd_17.24  -33.88
Pd_17.26  -31.66
Pd_17.27  -39.25
Pd_17.28  -32.41
Pd_17.29  -42.38
Pd_17.30  -31.24
Pd_17.31  -34.28
Pd_17.32  -40.67
Pd_17.33  -41.48
Pd_17.34  -44.06
Pd_17.35  -36.09
Pd_17.36  -51.72
Pd_17.37  -40.89
Pd_17.38  -42.21
Pd_17.39  -44.27
Pd_17.40  -45.47
Pd_17.41  -44.78
Pd_17.42  -47.24
Pd_17.43  -39.03
Pd_17.44  -41.13
Pd_17.45  -41.75
Pd_17.46  -44.76
Pd_17.47  -43.30
Pd_17.48  -42.86
Pd_17.49  -43.55
Pd_17.50  -38.48
Pd_17.51  -38.37
Pd_17.52  -38.12
Pd_17.53  -38.17
Pd_17.54  -45.24
Pd_17.55  -39.92
Pd_17.56  -40.09
Pd_17.57  -38.61
Pd_17.58  -38.98
Pd_17.59  -38.81
Pd_17.60  -39.79
Pd_17.61  -38.38
Pd_17.62  -38.66
Pd_17.63  -38.95
Pd_17.64  -40.09
Pd_17.65  -40.55
Pd_17.66  -35.97
Pd_17.67  -43.72
Pd_17.68  -37.83
Pd_17.69  -40.08
Pd_17.70  -40.18
Pd_17.71  -25.59
Pd_18.18  -15.88
Pd_18.19  -24.00
Pd_18.20  -23.55
Pd_18.21  -17.02
Pd_18.22  -8.41
Pd_18.23  -4.81
Pd_18.24  -20.70
Pd_18.25  -23.10
Pd_18.26  -23.29
Pd_18.27  -24.93
Pd_18.28  -14.05
Pd_18.29  -26.82
Pd_18.30  -12.87
Pd_18.31  -24.38
Pd_18.32  -26.07
Pd_18.33  -31.73
Pd_18.34  -33.50
Pd_18.35  -24.83
Pd_18.36  -33.51
Pd_18.37  -40.18
Pd_18.38  -27.82
Pd_18.39  -33.10
Pd_18.40  -36.98
Pd_18.41  -21.57
Pd_18.42  -36.21
Pd_18.43  -23.87
Pd_18.44  -31.74
Pd_18.45  -30.29
Pd_18.46  -43.67
Pd_18.47  -35.65
Pd_18.48  -33.86
Pd_18.49  -39.76
Pd_18.50  -25.92
Pd_18.51  -25.58
Pd_18.52  -25.77
Pd_18.53  -26.77
Pd_18.54  -29.51
Pd_18.55  -26.17
Pd_18.56  -24.96
Pd_18.57  -28.22
Pd_18.58  -25.58
Pd_18.59  -27.07
Pd_18.60  -23.55
Pd_18.61  -26.55
Pd_18.62  -25.79
Pd_18.63  -27.66
Pd_18.64  -27.73
Pd_18.65  -28.32
Pd_18.66  -19.94
